---------- BOTNET FLOWS DETECTED ----------

83.79.10.95:7181 -> 66.154.87.57:7871 (UDP)
74.75.202.102:26884 -> 66.154.87.61:7871 (UDP)
216.198.95.65:11873 -> 66.154.80.125:7871 (UDP)
66.154.80.119:7871 -> 208.180.39.208:41025 (UDP)
66.154.83.113:7871 -> 24.46.148.13:62783 (UDP)
66.65.19.52:2135 -> 66.154.80.122:139 (TCP)
66.154.87.39:7871 -> 78.61.74.177:24006 (UDP)
66.154.83.107:7871 -> 217.95.198.199:9068 (UDP)
193.19.82.4:10496 -> 66.154.87.57:7871 (UDP)
66.154.87.57:7871 -> 64.252.8.93:8922 (UDP)
66.154.83.138:7871 -> 216.85.233.146:29140 (UDP)
66.154.83.107:7871 -> 83.25.212.95:11354 (UDP)
68.198.41.207:8 -> 66.154.83.146:63037 (TCP)
66.154.87.39:7871 -> 76.184.16.226:6933 (UDP)
66.154.83.80:7871 -> 83.167.112.30:18569 (UDP)
62.251.170.195:3631 -> 69.61.28.81:1434 (UDP)
189.175.184.78:16275 -> 66.154.87.61:7871 (UDP)
180.27.82.185:24700 -> 10.0.2.15:15931 (UDP)
190.50.200.245:15480 -> 66.154.87.61:7871 (UDP)
66.154.83.113:7871 -> 12.207.171.226:16275 (UDP)
74.193.155.51:35738 -> 66.154.83.113:7871 (UDP)
66.154.83.107:7871 -> 83.26.124.185:5621 (UDP)
88.241.165.60:5367 -> 66.154.87.41:7871 (UDP)
66.154.87.39:7871 -> 69.231.118.227:22149 (UDP)
66.154.80.111:7871 -> 211.31.182.66:14412 (UDP)
66.154.87.41:7871 -> 83.6.210.63:5876 (UDP)
66.154.87.41:7871 -> 77.181.27.86:62810 (UDP)
201.244.162.213:2836 -> 66.154.80.111:7871 (UDP)
64.179.133.119:47438 -> 66.154.87.57:7871 (UDP)
66.154.80.111:7871 -> 81.30.190.175:5860 (UDP)
66.154.87.57:7871 -> 68.56.239.135:31722 (UDP)
66.154.80.125:7871 -> 70.253.36.193:16286 (UDP)
69.61.28.66:63423 -> 24.206.248.179:8 (TCP)
65.79.19.2:27693 -> 66.154.87.41:7871 (UDP)
220.236.225.230:8115 -> 66.154.83.138:7871 (UDP)
66.154.87.57:7871 -> 69.113.47.201:17468 (UDP)
66.154.87.41:7871 -> 124.176.111.223:61335 (UDP)
66.154.83.107:7871 -> 202.88.255.205:14532 (UDP)
82.160.97.2:11899 -> 66.154.87.57:7871 (UDP)
211.244.66.189:11543 -> 66.154.87.58:7871 (UDP)
66.154.80.125:7871 -> 194.146.219.130:33686 (UDP)
66.154.87.41:7871 -> 88.255.57.84:23312 (UDP)
80.93.190.5:24015 -> 66.154.83.80:7871 (UDP)
66.154.83.107:7871 -> 85.101.1.190:50426 (UDP)
66.154.87.41:7871 -> 74.193.155.51:35714 (UDP)
203.81.192.67:28230 -> 66.154.83.107:7871 (UDP)
66.154.87.41:7871 -> 190.67.185.11:12902 (UDP)
66.154.83.113:7871 -> 61.138.179.55:16810 (UDP)
10.0.2.15:15931 -> 87.109.174.195:29824 (UDP)
66.154.87.41:7871 -> 189.139.132.201:24628 (UDP)
66.154.83.138:7871 -> 220.179.114.90:32626 (UDP)
84.31.203.212:31786 -> 66.154.80.125:7871 (UDP)
66.154.83.113:7871 -> 65.214.71.201:15750 (UDP)
66.154.87.39:7871 -> 59.40.26.197:4646 (UDP)
80.230.70.176:17543 -> 66.154.80.111:7871 (UDP)
70.82.73.157:11680 -> 66.154.87.39:7871 (UDP)
66.154.87.61:7871 -> 85.177.174.84:4655 (UDP)
66.154.87.41:7871 -> 67.160.58.34:23749 (UDP)
66.154.87.41:7871 -> 194.187.148.110:15668 (UDP)
66.154.80.101:7871 -> 121.44.198.223:11606 (UDP)
68.36.4.112:19589 -> 66.154.83.80:7871 (UDP)
66.154.83.80:7871 -> 86.153.3.3:8729 (UDP)
201.9.9.29:61926 -> 66.154.83.113:7871 (UDP)
66.154.80.101:7871 -> 193.108.135.252:4266 (UDP)
195.182.194.222:3101 -> 66.154.80.105:7871 (UDP)
88.240.30.225:18016 -> 66.154.80.105:7871 (UDP)
66.154.83.107:7871 -> 222.127.61.147:50657 (UDP)
71.178.45.238:11275 -> 66.154.80.125:7871 (UDP)
62.214.242.27:41224 -> 66.154.87.57:7871 (UDP)
216.77.224.229:50440 -> 66.154.87.39:7871 (UDP)
72.27.51.241:22724 -> 66.154.83.113:7871 (UDP)
66.154.87.39:7871 -> 59.184.27.218:50284 (UDP)
65.188.134.71:1234 -> 66.154.83.138:7871 (UDP)
74.132.115.64:13421 -> 66.154.80.101:7871 (UDP)
66.154.87.57:7871 -> 69.4.150.221:61653 (UDP)
84.100.220.214:55024 -> 66.154.87.41:7871 (UDP)
66.154.87.39:7871 -> 204.174.84.80:26022 (UDP)
66.154.87.39:7871 -> 69.159.119.129:61478 (UDP)
66.154.87.61:7871 -> 90.40.47.228:7181 (UDP)
190.51.144.221:16475 -> 66.154.83.80:7871 (UDP)
195.3.220.4:14522 -> 66.154.80.111:7871 (UDP)
66.154.87.41:7871 -> 220.224.66.105:10848 (UDP)
82.228.132.16:18681 -> 66.154.87.57:7871 (UDP)
66.154.80.101:7871 -> 190.65.182.97:12685 (UDP)
66.154.83.80:7871 -> 190.75.163.57:33712 (UDP)
62.178.19.195:19928 -> 66.154.80.111:7871 (UDP)
66.228.57.160:80 -> 10.0.2.15:1578 (TCP)
196.203.52.189:3531 -> 66.154.80.101:7871 (UDP)
195.64.150.100:17028 -> 66.154.83.80:7871 (UDP)
190.7.30.213:20221 -> 66.154.87.39:7871 (UDP)
66.154.83.142:63147 -> 69.113.158.42:8 (TCP)
172.27.22.206:51142 -> 204.79.197.213:443 (TCP)
66.154.83.107:7871 -> 80.62.11.158:10213 (UDP)
66.154.80.111:7871 -> 82.120.118.12:8811 (UDP)
66.154.83.113:7871 -> 24.154.140.154:26039 (UDP)
66.154.80.105:7871 -> 85.185.0.248:2712 (UDP)
4.244.21.102:8678 -> 66.154.83.80:7871 (UDP)
173.194.65.103:80 -> 10.0.2.15:1714 (TCP)
66.154.80.111:7871 -> 193.42.213.66:9661 (UDP)
69.159.210.215:28102 -> 66.154.87.58:7871 (UDP)
66.154.87.39:7871 -> 91.39.149.136:6670 (UDP)
213.134.172.20:17235 -> 66.154.80.111:7871 (UDP)
66.154.83.107:7871 -> 220.237.125.94:18817 (UDP)
84.58.124.24:15830 -> 66.154.83.80:7871 (UDP)
97.82.171.89:32738 -> 66.154.87.61:7871 (UDP)
66.154.87.57:7871 -> 88.102.72.110:5337 (UDP)
69.42.22.101:24971 -> 66.154.87.61:7871 (UDP)
92.113.5.234:20511 -> 66.154.83.80:7871 (UDP)
66.154.80.125:7871 -> 70.181.109.21:29067 (UDP)
80.38.214.97:19492 -> 66.154.80.101:7871 (UDP)
76.119.95.198:19949 -> 66.154.87.58:7871 (UDP)
82.131.35.116:9552 -> 66.154.87.39:7871 (UDP)
64.126.122.162:36932 -> 66.154.87.39:7871 (UDP)
84.72.125.40:28655 -> 66.154.87.57:7871 (UDP)
66.154.83.107:7871 -> 84.57.170.239:16707 (UDP)
66.154.80.105:7871 -> 68.230.179.145:22115 (UDP)
66.154.87.41:7871 -> 212.15.147.231:29076 (UDP)
66.154.87.61:7871 -> 69.113.47.201:31092 (UDP)
66.154.87.57:7871 -> 24.140.108.64:25709 (UDP)
84.145.103.222:16951 -> 66.154.80.111:7871 (UDP)
66.154.83.107:7871 -> 194.8.56.4:27489 (UDP)
66.154.83.80:7871 -> 200.117.235.246:5993 (UDP)
66.154.87.41:7871 -> 218.187.70.230:2360 (UDP)
85.108.149.52:13859 -> 66.154.80.105:7871 (UDP)
66.154.87.41:7871 -> 72.168.146.64:10975 (UDP)
66.154.87.61:7871 -> 82.93.233.104:13487 (UDP)
83.29.33.92:6062 -> 66.154.87.41:7871 (UDP)
216.179.95.98:6103 -> 66.154.87.58:7871 (UDP)
66.154.80.101:7871 -> 123.18.8.93:50992 (UDP)
66.154.80.101:7871 -> 87.127.206.2:44315 (UDP)
66.154.80.105:7871 -> 190.86.114.155:17453 (UDP)
121.139.157.51:8731 -> 66.154.80.101:7871 (UDP)
66.154.87.58:7871 -> 148.240.172.5:5980 (UDP)
66.154.80.111:7871 -> 206.251.0.177:18080 (UDP)
66.154.80.111:7871 -> 201.208.128.54:30422 (UDP)
142.68.166.244:7871 -> 66.154.87.61:7871 (UDP)
71.172.96.76:32104 -> 66.154.83.107:7871 (UDP)
68.82.87.50:55070 -> 66.154.83.113:7871 (UDP)
66.154.80.101:7871 -> 86.125.156.2:14747 (UDP)
195.182.194.222:3101 -> 66.154.80.105:7871 (UDP)
69.26.80.49:60370 -> 69.61.28.89:135 (TCP)
68.200.131.6:10921 -> 66.154.87.57:7871 (UDP)
66.154.87.39:7871 -> 221.221.18.25:12626 (UDP)
66.154.87.58:7871 -> 217.17.234.233:54109 (UDP)
98.194.66.115:12379 -> 66.154.80.125:7871 (UDP)
218.234.73.215:3965 -> 69.61.28.87:139 (TCP)
69.61.28.89:63386 -> 24.217.137.235:8 (TCP)
81.64.218.190:9114 -> 66.154.87.61:7871 (UDP)
74.218.99.38:55644 -> 66.154.80.101:7871 (UDP)
199.227.227.130:49194 -> 66.154.80.111:7871 (UDP)
68.45.135.230:20112 -> 66.154.83.138:7871 (UDP)
75.88.99.164:61040 -> 66.154.87.61:7871 (UDP)
190.73.87.83:19782 -> 66.154.80.101:7871 (UDP)
71.7.84.118:63319 -> 66.154.87.57:7871 (UDP)
66.154.87.61:7871 -> 74.193.101.169:13580 (UDP)
66.154.80.125:7871 -> 82.156.221.53:4584 (UDP)
218.111.213.179:16072 -> 66.154.83.107:7871 (UDP)
87.207.243.88:10997 -> 66.154.83.80:7871 (UDP)
89.107.159.21:19695 -> 66.154.80.105:7871 (UDP)
68.198.41.207:8 -> 66.154.83.157:63164 (TCP)
70.101.130.210:60657 -> 66.154.80.111:7871 (UDP)
66.154.87.39:7871 -> 78.53.0.107:55459 (UDP)
66.154.87.61:7871 -> 62.221.44.37:10118 (UDP)
64.13.113.82:8 -> 66.154.83.136:63915 (TCP)
203.194.106.192:32807 -> 66.154.80.125:7871 (UDP)
66.154.80.111:7871 -> 190.65.221.88:7237 (UDP)
66.154.87.41:7871 -> 24.178.201.135:13726 (UDP)
66.154.87.41:137 -> 69.226.149.45:137 (UDP)
201.204.47.66:5980 -> 66.154.80.105:7871 (UDP)
59.96.31.134:33506 -> 66.154.87.57:7871 (UDP)
66.154.87.39:7871 -> 71.142.231.91:24384 (UDP)
202.28.219.90:13304 -> 66.154.80.105:7871 (UDP)
66.109.221.187:57765 -> 66.154.87.39:7871 (UDP)
66.154.83.107:7871 -> 24.19.172.197:55412 (UDP)
24.239.199.27:31713 -> 66.154.83.113:7871 (UDP)
71.57.70.107:6499 -> 66.154.87.41:7871 (UDP)
190.48.61.178:11270 -> 66.154.80.101:7871 (UDP)
66.154.87.57:7871 -> 70.81.91.222:28707 (UDP)
66.154.83.107:7871 -> 71.236.126.16:10655 (UDP)
71.208.28.190:11275 -> 66.154.83.113:7871 (UDP)
66.154.83.107:7871 -> 71.247.198.107:57482 (UDP)
66.154.87.41:7871 -> 193.203.36.221:14099 (UDP)
77.200.119.54:5382 -> 66.154.87.61:7871 (UDP)
200.116.126.3:5105 -> 66.154.80.111:7871 (UDP)
88.208.137.230:11271 -> 66.154.83.80:7871 (UDP)
66.154.80.111:7871 -> 201.26.163.213:20138 (UDP)
66.154.87.39:7871 -> 190.42.179.137:50252 (UDP)
66.154.80.111:7871 -> 88.7.30.192:10981 (UDP)
66.154.80.105:7871 -> 86.106.210.253:10413 (UDP)
66.154.80.111:7871 -> 89.123.244.28:64642 (UDP)
66.154.80.111:7871 -> 219.91.239.180:25812 (UDP)
85.5.2.128:60086 -> 66.154.87.57:7871 (UDP)
213.51.108.204:3797 -> 66.154.87.41:7871 (UDP)
66.154.87.41:7871 -> 202.95.55.225:9939 (UDP)
66.154.80.125:7871 -> 81.192.195.209:3437 (UDP)
66.154.80.101:7871 -> 62.10.171.112:7779 (UDP)
66.154.80.111:7871 -> 88.101.80.143:20980 (UDP)
66.154.87.41:7871 -> 200.165.137.99:63442 (UDP)
66.154.83.113:7871 -> 69.121.47.104:19782 (UDP)
66.154.87.41:7871 -> 190.43.23.202:18416 (UDP)
81.106.71.198:17408 -> 66.154.80.101:7871 (UDP)
66.154.87.61:7871 -> 60.211.102.203:13494 (UDP)
66.154.83.138:63826 -> 128.211.221.47:8 (TCP)
201.233.70.26:13421 -> 66.154.83.80:7871 (UDP)
190.66.132.29:22501 -> 66.154.80.105:7871 (UDP)
66.154.83.107:7871 -> 217.162.51.136:16000 (UDP)
24.184.151.202:2592 -> 66.154.87.58:7871 (UDP)
66.154.87.61:7871 -> 201.20.217.228:21287 (UDP)
217.172.47.113:9917 -> 66.154.87.58:7871 (UDP)
82.83.67.211:13474 -> 66.154.80.111:7871 (UDP)
66.154.80.125:7871 -> 211.193.41.18:11489 (UDP)
83.19.189.18:13321 -> 66.154.87.39:7871 (UDP)
200.103.28.246:29316 -> 66.154.83.80:7871 (UDP)
212.25.56.222:27918 -> 66.154.83.80:7871 (UDP)
88.76.234.248:8327 -> 66.154.83.138:7871 (UDP)
66.154.87.39:7871 -> 78.160.8.5:24293 (UDP)
66.154.80.105:7871 -> 85.94.130.58:28655 (UDP)
124.106.228.191:32657 -> 66.154.87.39:7871 (UDP)
71.64.206.220:10099 -> 66.154.83.107:7871 (UDP)
87.79.200.212:14471 -> 66.154.83.80:7871 (UDP)
210.211.130.65:27060 -> 66.154.83.80:7871 (UDP)
69.154.245.131:12997 -> 66.154.83.107:7871 (UDP)
201.41.198.204:50091 -> 66.154.80.101:7871 (UDP)
71.125.149.249:50057 -> 66.154.87.57:7871 (UDP)
192.192.255.171:11831 -> 66.154.87.39:7871 (UDP)
76.90.255.134:11275 -> 66.154.80.125:7871 (UDP)
66.154.83.113:7871 -> 200.171.34.14:24573 (UDP)
66.154.83.152:63117 -> 69.234.207.37:8 (TCP)
66.154.83.138:7871 -> 72.228.105.129:1610 (UDP)
79.178.84.72:5737 -> 66.154.80.111:7871 (UDP)
88.253.126.64:1554 -> 66.154.80.125:7871 (UDP)
72.88.110.217:50160 -> 66.154.83.113:7871 (UDP)
66.154.80.111:7871 -> 200.121.161.194:18598 (UDP)
66.154.87.58:7871 -> 68.73.57.221:10775 (UDP)
64.237.144.30:7258 -> 66.154.80.125:7871 (UDP)
66.154.80.111:7871 -> 189.159.102.83:21257 (UDP)
84.123.205.201:18815 -> 66.154.87.41:7871 (UDP)
66.154.80.101:7871 -> 190.24.244.92:62574 (UDP)
84.253.22.154:3487 -> 66.154.80.105:7871 (UDP)
76.118.238.88:10509 -> 66.154.87.58:7871 (UDP)
88.15.205.136:24488 -> 66.154.83.107:7871 (UDP)
66.154.83.113:7871 -> 200.82.118.127:20265 (UDP)
71.127.173.146:50607 -> 66.154.80.111:7871 (UDP)
66.154.87.41:7871 -> 220.213.107.213:10297 (UDP)
66.154.87.41:7871 -> 194.247.192.21:15976 (UDP)
66.154.80.111:7871 -> 74.174.153.252:24971 (UDP)
203.118.123.161:32387 -> 66.154.83.107:7871 (UDP)
66.154.80.101:7871 -> 83.15.102.162:1623 (UDP)
172.169.233.250:9720 -> 66.154.87.57:7871 (UDP)
66.154.80.111:7871 -> 65.40.136.133:24686 (UDP)
66.154.87.61:7871 -> 85.228.50.101:11916 (UDP)
69.61.28.88:7871 -> 86.105.184.54:9284 (UDP)
190.41.42.182:32511 -> 66.154.83.107:7871 (UDP)
66.154.83.80:7871 -> 200.88.79.158:61922 (UDP)
66.154.83.80:7871 -> 24.217.80.27:29333 (UDP)
24.224.41.154:19940 -> 66.154.87.58:7871 (UDP)
66.154.83.113:7871 -> 88.254.101.164:20524 (UDP)
121.124.15.55:22252 -> 66.154.80.101:7871 (UDP)
201.69.157.183:31074 -> 66.154.80.125:7871 (UDP)
76.105.172.208:21746 -> 66.154.87.61:7871 (UDP)
66.154.83.80:7871 -> 70.224.240.57:53395 (UDP)
219.90.148.123:9005 -> 66.154.80.111:7871 (UDP)
66.154.80.105:7871 -> 64.132.191.22:21407 (UDP)
68.204.102.46:16128 -> 66.154.80.105:7871 (UDP)
200.88.35.37:60084 -> 66.154.87.57:7871 (UDP)
66.154.80.101:7871 -> 217.230.250.92:13729 (UDP)
80.250.224.85:29140 -> 66.154.83.113:7871 (UDP)
71.131.218.54:33772 -> 66.154.83.113:7871 (UDP)
66.154.83.80:7871 -> 66.255.201.10:19890 (UDP)
66.154.83.80:7871 -> 88.73.244.196:11275 (UDP)
66.154.83.138:7871 -> 195.200.116.131:7003 (UDP)
66.154.87.61:7871 -> 88.241.153.255:24708 (UDP)
12.198.14.162:22964 -> 66.154.87.39:7871 (UDP)
66.154.80.111:7871 -> 24.152.168.195:12139 (UDP)
66.154.87.58:7871 -> 24.82.153.28:2343 (UDP)
66.154.83.113:7871 -> 202.162.137.193:12858 (UDP)
70.50.3.234:61246 -> 66.154.83.80:7871 (UDP)
83.248.36.119:19443 -> 66.154.87.39:7871 (UDP)
64.80.152.148:50327 -> 66.154.83.113:7871 (UDP)
88.1.139.241:18572 -> 66.154.83.80:7871 (UDP)
66.154.80.125:7871 -> 66.15.231.57:38897 (UDP)
199.227.227.130:9215 -> 66.154.87.41:7871 (UDP)
66.154.83.138:7871 -> 12.215.223.191:8815 (UDP)
66.154.83.80:7871 -> 88.231.125.223:24208 (UDP)
59.93.86.132:14828 -> 66.154.87.61:7871 (UDP)
84.56.102.192:9771 -> 66.154.83.138:7871 (UDP)
66.154.83.80:7871 -> 76.2.98.161:16544 (UDP)
116.80.163.178:16275 -> 66.154.87.39:7871 (UDP)
84.141.101.60:31329 -> 66.154.83.80:7871 (UDP)
66.154.83.107:7871 -> 75.46.132.53:28960 (UDP)
83.181.230.147:7933 -> 66.154.87.61:7871 (UDP)
80.134.207.122:4383 -> 66.154.83.107:7871 (UDP)
66.154.80.111:7871 -> 190.67.159.236:29395 (UDP)
66.154.80.111:7871 -> 65.35.12.192:25649 (UDP)
193.42.213.167:14236 -> 66.154.83.80:7871 (UDP)
66.154.87.41:7871 -> 222.123.122.223:50115 (UDP)
193.231.11.26:33708 -> 66.154.83.107:7871 (UDP)
66.154.87.41:7871 -> 85.185.243.4:2139 (UDP)
67.182.0.148:11275 -> 66.154.87.41:7871 (UDP)
66.154.87.39:7871 -> 87.103.236.113:29003 (UDP)
121.187.105.23:8815 -> 66.154.83.80:7871 (UDP)
84.50.92.158:12281 -> 66.154.80.111:7871 (UDP)
124.120.149.87:1554 -> 66.154.83.80:7871 (UDP)
193.203.36.217:9248 -> 66.154.87.61:7871 (UDP)
66.154.83.138:7871 -> 72.174.64.226:11950 (UDP)
208.123.57.41:24817 -> 66.154.87.58:7871 (UDP)
74.8.112.25:1597 -> 66.154.83.107:7871 (UDP)
66.154.83.113:7871 -> 83.15.45.226:9875 (UDP)
66.154.80.111:7871 -> 91.194.90.136:19283 (UDP)
66.154.80.105:7871 -> 87.17.147.156:4450 (UDP)
66.154.80.111:7871 -> 24.206.225.101:41044 (UDP)
72.241.48.193:5148 -> 66.154.87.61:7871 (UDP)
91.14.101.6:4563 -> 66.154.80.125:7871 (UDP)
190.51.77.173:13091 -> 66.154.87.41:7871 (UDP)
66.154.87.41:7871 -> 69.72.43.168:11693 (UDP)
76.101.113.13:32417 -> 66.154.83.138:7871 (UDP)
66.154.80.101:7871 -> 206.248.205.58:29975 (UDP)
66.154.87.58:7871 -> 58.102.123.99:13258 (UDP)
66.154.87.58:7871 -> 75.84.234.12:30941 (UDP)
74.136.162.169:3522 -> 66.154.87.58:7871 (UDP)
66.154.87.61:7871 -> 72.197.205.43:62503 (UDP)
202.147.167.106:64069 -> 66.154.80.105:7871 (UDP)
195.208.249.167:12730 -> 66.154.80.105:7871 (UDP)
66.154.83.80:7871 -> 200.121.168.72:27260 (UDP)
66.154.80.101:7871 -> 80.34.94.77:13671 (UDP)
66.154.83.107:7871 -> 201.240.120.178:6263 (UDP)
66.154.83.138:7871 -> 72.94.113.189:22415 (UDP)
66.154.83.113:7871 -> 77.49.87.201:11275 (UDP)
79.6.184.96:19463 -> 66.154.87.41:7871 (UDP)
180.27.82.185:24700 -> 10.0.2.15:14851 (UDP)
200.109.11.161:15274 -> 66.154.87.39:7871 (UDP)
66.154.83.107:7871 -> 211.74.73.22:33449 (UDP)
68.99.146.44:1348 -> 66.154.80.111:7871 (UDP)
66.154.80.111:7871 -> 80.64.108.33:11547 (UDP)
66.154.80.101:7871 -> 172.132.87.144:14172 (UDP)
66.154.80.101:7871 -> 196.218.46.254:19027 (UDP)
66.154.87.58:7871 -> 68.103.121.129:14768 (UDP)
82.66.18.171:55180 -> 66.154.87.39:7871 (UDP)
66.154.87.57:7871 -> 89.110.13.38:16275 (UDP)
189.189.4.185:18632 -> 10.0.2.15:14851 (UDP)
66.154.83.80:7871 -> 190.137.32.95:16814 (UDP)
66.154.83.113:7871 -> 81.83.62.192:27875 (UDP)
66.154.83.80:7871 -> 83.114.96.175:12546 (UDP)
70.241.69.127:13100 -> 66.154.87.58:7871 (UDP)
85.140.59.23:11916 -> 66.154.80.111:7871 (UDP)
84.24.223.160:16475 -> 66.154.83.113:7871 (UDP)
66.154.80.101:7871 -> 83.73.246.14:12211 (UDP)
66.154.80.125:7871 -> 125.230.160.37:10139 (UDP)
66.154.87.57:7871 -> 71.189.255.77:27502 (UDP)
71.92.124.65:13091 -> 66.154.80.111:7871 (UDP)
89.225.151.125:9945 -> 66.154.87.41:7871 (UDP)
202.168.239.106:11547 -> 66.154.87.41:7871 (UDP)
66.154.83.113:7871 -> 58.109.23.83:13756 (UDP)
67.160.103.66:9823 -> 66.154.83.153:7871 (UDP)
66.154.87.61:7871 -> 121.246.237.235:10522 (UDP)
212.181.151.209:5731 -> 66.154.83.80:7871 (UDP)
72.209.11.60:29311 -> 66.154.87.61:7871 (UDP)
66.154.87.41:7871 -> 82.208.43.75:18082 (UDP)
68.118.224.56:8 -> 66.154.83.142:63447 (TCP)
201.240.2.204:25629 -> 66.154.87.39:7871 (UDP)
66.154.87.61:7871 -> 192.168.1.100:13701 (UDP)
86.136.102.119:64051 -> 66.154.87.41:7871 (UDP)
87.194.221.240:65296 -> 66.154.80.111:7871 (UDP)
66.154.83.113:7871 -> 75.178.188.204:55183 (UDP)
66.154.80.111:7871 -> 77.121.168.66:11275 (UDP)
66.154.80.105:7871 -> 66.53.208.25:28201 (UDP)
66.154.83.113:7871 -> 85.56.202.180:59450 (UDP)
72.189.219.70:1198 -> 66.154.80.105:7871 (UDP)
66.154.87.39:7871 -> 59.187.196.104:3122 (UDP)
66.154.83.107:7871 -> 62.80.241.150:6831 (UDP)
66.154.87.57:7871 -> 4.243.49.5:2489 (UDP)
66.154.87.39:7871 -> 216.198.95.65:11873 (UDP)
87.157.160.101:11575 -> 66.154.80.101:7871 (UDP)
66.154.87.57:7871 -> 80.188.139.23:7591 (UDP)
66.154.80.111:7871 -> 216.99.102.51:25602 (UDP)
66.154.87.58:7871 -> 87.240.13.107:3553 (UDP)
66.154.80.105:7871 -> 71.0.90.156:13911 (UDP)
66.154.87.58:7871 -> 70.253.36.193:16286 (UDP)
201.255.144.73:31713 -> 66.154.83.107:7871 (UDP)
87.167.240.41:7758 -> 66.154.83.80:7871 (UDP)
75.58.71.235:11275 -> 66.154.87.57:7871 (UDP)
66.154.80.125:7871 -> 87.7.213.77:10330 (UDP)
69.114.98.47:29226 -> 66.154.83.107:7871 (UDP)
66.154.87.57:7871 -> 88.73.109.144:3337 (UDP)
66.154.83.68:135 -> 222.73.204.216:6000 (TCP)
190.42.208.12:22582 -> 66.154.87.41:7871 (UDP)
190.137.31.121:3544 -> 66.154.83.138:7871 (UDP)
200.121.17.150:14067 -> 66.154.83.80:7871 (UDP)
66.154.87.39:7871 -> 201.5.248.68:12109 (UDP)
66.154.87.41:7871 -> 84.220.100.190:12970 (UDP)
66.154.80.111:7871 -> 86.140.222.77:63719 (UDP)
66.154.87.39:7871 -> 68.199.147.194:8815 (UDP)
66.154.80.111:7871 -> 85.99.234.48:26066 (UDP)
66.154.80.125:7871 -> 81.221.80.14:27607 (UDP)
82.253.208.84:28720 -> 66.154.83.138:7871 (UDP)
66.154.80.111:7871 -> 64.238.184.65:14532 (UDP)
66.154.87.61:7871 -> 82.241.101.121:6000 (UDP)
66.154.87.39:7871 -> 87.105.57.190:4435 (UDP)
200.121.150.95:10500 -> 66.154.87.39:7871 (UDP)
193.152.173.161:4661 -> 66.154.83.113:7871 (UDP)
209.90.176.166:3664 -> 66.154.80.105:7871 (UDP)
61.1.170.41:11271 -> 66.154.87.39:7871 (UDP)
69.61.28.88:63132 -> 68.118.224.56:8 (TCP)
66.154.87.39:7871 -> 83.41.76.65:2115 (UDP)
66.154.87.41:7871 -> 65.40.136.133:26222 (UDP)
66.154.83.113:7871 -> 217.230.204.47:4779 (UDP)
220.130.128.4:12206 -> 66.154.87.39:7871 (UDP)
82.230.197.226:13868 -> 66.154.87.41:7871 (UDP)
81.190.0.231:16922 -> 66.154.87.39:7871 (UDP)
148.240.236.155:7288 -> 66.154.80.105:7871 (UDP)
69.61.28.83:63095 -> 24.217.137.235:8 (TCP)
66.154.83.113:7871 -> 82.154.156.192:33275 (UDP)
75.107.36.51:25632 -> 66.154.83.113:7871 (UDP)
66.154.83.113:7871 -> 213.101.249.54:52783 (UDP)
70.71.241.228:9017 -> 66.154.87.61:7871 (UDP)
66.154.83.107:7871 -> 82.83.178.108:42483 (UDP)
66.154.83.80:7871 -> 60.28.2.131:19726 (UDP)
200.45.35.92:50839 -> 66.154.83.80:7871 (UDP)
66.154.87.39:7871 -> 190.173.212.164:30697 (UDP)
70.157.246.39:54580 -> 66.154.87.61:7871 (UDP)
173.213.76.19:80 -> 10.0.2.15:2082 (TCP)
66.154.83.107:7871 -> 89.128.74.240:12821 (UDP)
89.150.122.226:2485 -> 66.154.83.80:7871 (UDP)
59.93.245.2:29818 -> 66.154.80.125:7871 (UDP)
91.89.66.213:32198 -> 66.154.83.107:7871 (UDP)
66.154.83.107:7871 -> 201.255.160.231:9021 (UDP)
66.154.80.111:7871 -> 84.65.64.140:11274 (UDP)
62.75.240.173:9470 -> 66.154.80.111:7871 (UDP)
24.107.192.14:27858 -> 66.154.83.107:7871 (UDP)
66.154.87.39:7871 -> 190.42.204.49:3218 (UDP)
66.154.83.113:7871 -> 201.254.111.249:9089 (UDP)
68.198.41.207:8 -> 69.61.28.83:63057 (TCP)
66.154.87.41:7871 -> 212.25.103.110:18141 (UDP)
202.38.61.174:1644 -> 66.154.87.39:7871 (UDP)
66.154.87.39:7871 -> 85.126.140.178:33749 (UDP)
66.154.80.111:7871 -> 87.228.50.52:11137 (UDP)
70.251.215.232:11275 -> 66.154.80.105:7871 (UDP)
213.251.184.226:19504 -> 66.154.87.41:7871 (UDP)
66.154.80.101:7871 -> 217.249.74.245:5204 (UDP)
80.34.174.210:11912 -> 66.154.87.39:7871 (UDP)
69.113.128.31:2463 -> 66.154.80.105:7871 (UDP)
64.56.7.175:9571 -> 66.154.87.51:7871 (UDP)
83.190.205.39:27227 -> 66.154.80.105:7871 (UDP)
66.154.87.57:7871 -> 121.134.83.248:33490 (UDP)
66.154.87.41:7871 -> 201.230.25.12:27301 (UDP)
66.154.80.111:7871 -> 87.165.85.201:14232 (UDP)
66.154.80.111:7871 -> 172.209.105.192:25709 (UDP)
199.126.167.203:29595 -> 66.154.87.57:7871 (UDP)
10.0.2.15:2001 -> 173.213.112.209:80 (TCP)
66.154.83.107:7871 -> 62.132.8.105:52986 (UDP)
66.154.83.107:7871 -> 169.244.28.70:13580 (UDP)
